id,name,pagerank,url,party,committee,state,district
310,"Miller, Candice S.",7.21E-04,http://www.house.gov/candicemiller/,R,H,Michigan,10
311,"Miller, Gary",0.001407517,http://www.house.gov/garymiller/,R,H,California,42
312,"Miller, George",0.003150358,http://www.house.gov/georgemiller/,D,H,California,7
313,"Miller, Jeff",0.001361297,http://www.house.gov/jeffmiller/,R,H,Florida,1
314,"Mollohan, Alan B.",5.92E-04,http://www.house.gov/mollohan/,D,H,West Virginia,1
315,"Moore, Dennis",7.28E-04,http://www.house.gov/moore/,D,H,Kansas,3
316,"Moran, Jerry",0.002592753,http://www.house.gov/moranks01/,R,H,Kansas,1
317,"Moran, Jim",7.71E-04,http://www.house.gov/moran/,D,H,Virginia,8
318,"Murphy, Tim",7.58E-04,http://murphy.house.gov/,R,H,Pennsylvania,18
319,"Murtha, John",0.001035053,http://www.house.gov/murtha/,D,H,Pennsylvania,12
320,"Musgrave, Marilyn N.",5.84E-04,http://wwwc.house.gov/musgrave/,R,H,Colorado,4
321,"Myrick, Sue",7.17E-04,http://www.house.gov/myrick/,R,H,North Carolina,9
322,"Nadler, Jerrold",0.001485958,http://www.house.gov/nadler/,D,H,New York,8
323,"Napolitano, Grace",8.41E-04,http://napolitano.house.gov/,D,H,California,38
324,"Neal, Richard E.",0.001029146,http://www.house.gov/neal/,D,H,Massachusetts,2
325,"Nethercut, George R.",0.001931266,http://www.house.gov/nethercutt/,R,H,Washington,5
326,"Neugebauer, Randy",7.43E-04,http://www.house.gov/neugebauer/,R,H,Texas,19
327,"Ney, Bob",0.002197931,http://www.house.gov/ney/,R,H,Ohio,18
328,"Northup, Anne M.",5.84E-04,http://northup.house.gov/,R,H,Kentucky,3
329,"Norton, Eleanor Holmes",7.62E-04,http://www.norton.house.gov/,D,H,District of Columbia,
330,"Norwood, Charles W.",0.001480451,http://www.house.gov/norwood/,R,H,Georgia,9
331,"Nunes, Devin",5.84E-04,http://www.nunes.house.gov/,R,H,California,21
332,"Nussle, Jim",6.69E-04,http://nussle.house.gov/,R,H,Iowa,1
333,"Oberstar, James L.",6.03E-04,http://www.house.gov/oberstar/,D,H,Minnesota,8
334,"Obey, David R.",5.88E-04,http://www.house.gov/obey/,D,H,Wisconsin,7
335,"Olver, John",7.87E-04,http://www.house.gov/olver/,D,H,Massachusetts,1
336,"Ortiz, Solomon P.",8.22E-04,http://www.house.gov/ortiz/,D,H,Texas,27
337,"Osborne, Tom",0.001899547,http://www.house.gov/osborne/,R,H,Nebraska,3
338,"Ose, Doug",0.001001608,http://www.house.gov/ose/,R,H,California,3
339,"Otter, C.L. ""Butch""",0.00121816,http://www.house.gov/otter/,R,H,Idaho,1
340,"Owens, Major R.",0.001132777,http://www.house.gov/owens/,D,H,New York,11
341,"Oxley, Michael G.",0,http://www.house.gov/oxley/,R,H,Ohio,4
342,"Pallone, Frank, Jr.",0.001372897,http://www.house.gov/pallone/,D,H,New Jersey,6
343,"Pascrell, Bill",7.54E-04,http://pascrell.house.gov/,D,H,New Jersey,8
344,"Pastor, Ed",9.39E-04,http://www.house.gov/pastor/,D,H,Arizona,4
345,"Paul, Ron",9.28E-04,http://www.house.gov/paul/,R,H,Texas,14
346,"Payne, Donald M.",0.001271306,http://www.house.gov/payne/,D,H,New Jersey,10
347,"Pearce, Steve",0.001438997,http://www.house.gov/pearce/,R,H,New Mexico,2
348,"Pelosi, Nancy",9.40E-04,http://www.house.gov/pelosi/,D,H,California,8
349,"Pence, Mike",0.001173351,http://mikepence.house.gov/,R,H,Indiana,6
350,"Peterson, Collin C.",9.17E-04,http://collinpeterson.house.gov/,D,H,Minnesota,7
351,"Peterson, John E.",0.015107682,http://www.house.gov/johnpeterson/,R,H,Pennsylvania,5
352,"Petri, Tom",0.002776277,http://www.house.gov/petri/,R,H,Wisconsin,6
353,"Pickering, Charles W. ""Chip""",0.001001624,http://www.house.gov/pickering/,R,H,Mississippi,3
354,"Pitts, Joe",0.001381478,http://www.house.gov/pitts/,R,H,Pennsylvania,16
355,"Platts, Todd",0.001541821,http://www.house.gov/platts/,R,H,Pennsylvania,19
356,"Pombo, Richard",0.001231242,http://www.house.gov/pombo/pombo.htm,R,H,California,11
357,"Pomeroy, Earl",0.001233773,http://www.house.gov/pomeroy/,D,H,North Dakota,
358,"Portman, Rob",8.62E-04,http://www.house.gov/portman/,R,H,Nevada,2
359,"Price, David",7.23E-04,http://www.house.gov/price/,D,H,North Carolina,4
360,"Pryce, Deborah",7.65E-04,http://www.house.gov/pryce/,R,H,Ohio,15
361,"Putnam, Adam H.",0.001337151,http://www.house.gov/putnam/,R,H,Florida,12
362,"Quinn, Jack",0.00225239,http://www.house.gov/quinn/,R,H,New York,27
363,"Radanovich, George",0.002649396,http://www.radanovich.house.gov/,R,H,California,19
364,"Rahall, Nick",7.63E-04,http://www.house.gov/rahall/,D,H,West Virginia,3
365,"Ramstad, Jim",0.001168617,http://www.house.gov/ramstad/,R,H,Minnesota,3
366,"Rangel, Charles B.",0.002809608,http://www.house.gov/rangel/,D,H,New York,15
367,"Reed, Jack",0,http://www.house.gov/reed/,N,H,Rhode Island,
368,"Regula, Ralph",6.00E-04,http://wwwa.house.gov/regula/,R,H,Ohio,16
369,"Rehberg, Denny",0.00117294,http://www.house.gov/rehberg/,R,H,Montana,
370,"Renzi, Rick",0.001341503,http://www.house.gov/renzi/,R,H,Arizona,1
371,"Reyes, Silvestre",0.002506419,http://www.house.gov/reyes/,D,H,Texas,16
372,"Reynolds, Tom",0.001134149,http://www.house.gov/reynolds/,R,H,New York,26
373,"Rodriguez, Ciro D.",0.001027881,http://www.house.gov/rodriguez/,D,H,Texas,28
374,"Rogers, Hal",7.71E-04,http://www.house.gov/rogers/,R,H,Kentucky,5
375,"Rogers, Mike",8.59E-04,http://www.house.gov/mikerogers/,R,H,Alabama,3
376,"Rogers, Mike",0.001025223,http://www.house.gov/mike-rogers/,R,H,Michigan,8
377,"Rohrabacher, Dana",6.35E-04,http://www.house.gov/rohrabacher/,R,H,California,46
378,"Ros-Lehtinen, Ileana",6.73E-04,http://www.house.gov/ros-lehtinen/,R,H,Florida,18
379,"Ross, Mike",0.00114018,http://www.house.gov/ross/,D,H,Arkansas,4
380,"Rothman, Steve",0.001003673,http://www.house.gov/rothman/,D,H,New Jersey,9
381,"Roybal-Allard, Lucille",6.47E-04,http://www.house.gov/roybal-allard/,D,H,California,34
382,"Royce, Ed",6.28E-04,http://www.house.gov/royce/,R,H,California,40
383,"Ruppersberger, C.A. Dutch",7.48E-04,http://www.house.gov/ruppersberger/,D,H,Maryland,2
384,"Rush, Bobby L.",6.31E-04,http://www.house.gov/rush/,D,H,Illinois,1
385,"Ryan, Paul",0.001550667,http://www.house.gov/ryan/,R,H,Wisconsin,1
386,"Ryan, Tim",6.08E-04,http://timryan.house.gov/,D,H,Ohio,17
387,"Ryun, Jim",5.84E-04,http://www.ryun.house.gov/,R,H,Kansas,2
388,"Sabo, Martin Olav",6.79E-04,http://www.house.gov/sabo/,D,H,Minnesota,5
389,"Sanchez, Loretta",9.64E-04,http://www.house.gov/sanchez/,D,H,California,47
390,"Sanders, Bernie",9.80E-04,http://bernie.house.gov/,N,H,Vermont,
391,"Sandlin, Max",9.14E-04,http://www.house.gov/sandlin/,D,H,Texas,1
392,"Saxton, Jim",0.001172112,http://www.house.gov/saxton/,R,H,New Jersey,3
393,"Schakowsky, Jan",7.30E-04,http://www.house.gov/schakowsky/,D,H,Illinois,9
394,"Schiff, Adam",0.0011426,http://www.house.gov/schiff/,D,H,California,29
395,"Schrock, Ed",0.001042344,http://schrock.house.gov/,R,H,Virginia,2
396,"Scott, David",0.001609611,http://www.house.gov/davidscott/,D,H,Georgia,13
397,"Scott, Robert C. ""Bobby""",0.001844991,http://www.house.gov/scott/,D,H,Virginia,3
398,"Sensenbrenner, F. James",0.006958657,http://www.house.gov/sensenbrenner/,R,H,Wisconsin,5
399,"Serrano, Jos? E.",6.12E-04,http://www.house.gov/serrano/,D,H,New York,16
400,"Sessions, Pete",0.001042854,http://www.house.gov/sessions/,R,H,Texas,32
401,"Shadegg, John",0.001564289,http://johnshadegg.house.gov/,R,H,Arizona,3
402,"Shaw, E. Clay",0.010197175,http://www.house.gov/shaw/,R,H,Florida,22
403,"Shays, Christopher",9.91E-04,http://www.house.gov/shays/,R,H,Connecticut,4
404,"Sherman, Brad",6.92E-04,http://www.house.gov/sherman/,D,H,California,27
405,"Sherwood, Don",0.001250515,http://www.house.gov/sherwood/,R,H,Pennsylvania,10
406,"Shimkus, John",0.001806282,http://www.house.gov/shimkus/,R,H,Illinois,19
407,"Shuster, Bill",0.001180837,http://www.house.gov/shuster/,R,H,Pennsylvania,9
408,"S?nchez, Linda T.",0.001951461,http://www.house.gov/lindasanchez/,D,H,California,39
409,"Simmons, Rob",0.001169614,http://www.house.gov/simmons/,R,H,Connecticut,2
410,"Simpson, Mike",9.61E-04,http://www.house.gov/simpson/,R,H,Idaho,2
411,"Skelton, Ike",0.001033649,http://www.house.gov/skelton/,D,H,Missouri,4
412,"Slaughter, Louise M.",7.73E-04,http://www.house.gov/slaughter/,D,H,New York,28
413,"Smith, Adam",0.005530405,http://www.house.gov/adamsmith/,D,H,Washington,9
414,"Smith, Chris",0.001004214,http://www.house.gov/chrissmith/,R,H,New Jersey,4
415,"Smith, Lamar",0.001271052,http://lamarsmith.house.gov/,R,H,Texas,21
416,"Smith, Nick",0.00112692,http://www.house.gov/nicksmith/,R,H,Michigan,7
417,"Snyder, Vic",0.001487403,http://www.house.gov/snyder/,D,H,Arkansas,2
418,"Solis, Hilda L.",8.18E-04,http://www.house.gov/solis/,D,H,California,32
419,"Souder, Mark",0.001295738,http://www.house.gov/souder/,R,H,Indiana,3
420,"Spratt, John",0.001595831,http://www.house.gov/spratt/,D,H,South Carolina,5
421,"Stark, Fortney Pete",0.003136467,http://www.house.gov/stark/,D,H,California,13
422,"Stearns, Cliff",0.001112764,http://www.house.gov/stearns/,R,H,Florida,6
423,"Stenholm, Charlie",9.87E-04,http://www.house.gov/stenholm/,D,H,Texas,17
424,"Strickland, Ted",0.001080512,http://www.house.gov/strickland/,D,H,Ohio,6
425,"Stupak, Bart",8.70E-04,http://www.house.gov/stupak/,D,H,Michigan,1
426,"Sullivan, John",6.10E-04,http://sullivan.house.gov/,R,H,Oklahoma,1
427,"Sweeney, John E.",0.001007983,http://www.house.gov/sweeney/,R,H,New York,20
428,"Tancredo, Tom",0.003010826,http://www.house.gov/tancredo/,R,H,Colorado,6
429,"Tanner, John",6.60E-04,http://www.house.gov/tanner/index.htm,D,H,Tennessee,8
430,"Tauscher, Ellen",9.65E-04,http://www.house.gov/tauscher/,D,H,California,10
431,"Tauzin, Billy",0.001135091,http://www.house.gov/tauzin/,R,H,Louisiana,3
432,"Taylor, Charles H.",6.88E-04,http://www.house.gov/charlestaylor/,R,H,North Carolina,11
433,"Taylor, Gene",6.04E-04,http://www.house.gov/genetaylor/,D,H,Mississippi,4
434,"Terry, Lee",0,http://leeterry.house.gov/,R,H,Nebraska,2
435,"Thomas, Bill",0.003411055,http://www.house.gov/billthomas/,R,H,California,22
436,"Thompson, Bennie G.",0.001354082,http://www.house.gov/thompson/,D,H,Mississippi,2
437,"Thompson, Mike",0.002037666,http://www.house.gov/mthompson/,D,H,California,1
438,"Thornberry, Mac",0.001050472,http://www.house.gov/thornberry/,R,H,Texas,13
439,"Tiahrt, Todd",6.68E-04,http://www.house.gov/tiahrt/,R,H,Kansas,4
440,"Tiberi, Patrick J.",0.001338196,http://www.house.gov/tiberi/,R,H,Ohio,12
441,"Tierney, John F.",0.001259863,http://www.house.gov/tierney/,D,H,Massachusetts,6
442,"Toomey, Pat",0.003140637,http://www.house.gov/toomey/,R,H,Pennsylvania,15
443,"Towns, Edolphus",6.65E-04,http://www.house.gov/towns/,D,H,New York,10
444,"Turner, Jim",0.001048193,http://www.house.gov/turner/,D,H,Texas,2
445,"Turner, Michael R.",6.84E-04,http://www.house.gov/miketurner/,R,H,Ohio,3
446,"Udall, Mark",6.95E-04,http://www.house.gov/markudall/,D,H,Colorado,2
447,"Udall, Tom",0.001534764,http://www.house.gov/tomudall/,D,H,New Mexico,3
448,"Upton, Fred",0.001270623,http://www.house.gov/upton/,R,H,Michigan,6
449,"Van Hollen, Chris",0.001003879,http://www.house.gov/vanhollen/,D,H,Maryland,8
450,"Vel?zquez, Nydia",7.94E-04,http://www.house.gov/velazquez/,D,H,New York,12
451,"Visclosky, Pete",9.79E-04,http://www.house.gov/visclosky/,D,H,Indiana,1
452,"Vitter, David",6.33E-04,http://vitter.house.gov/,R,H,Louisiana,1
453,"Walden, Greg",8.53E-04,http://www.house.gov/walden/,R,H,Oregon,2
454,"Walsh, James T.",6.00E-04,http://www.house.gov/walsh/,R,H,New York,25
455,"Wamp, Zach",6.94E-04,http://www.house.gov/wamp/,R,H,Tennessee,3
456,"Waters, Maxine",0.001260139,http://www.house.gov/waters/,D,H,California,35
457,"Watson, Diane",5.92E-04,http://www.house.gov/watson/,D,H,California,33
458,"Watt, Melvin L.",0.00108558,http://www.house.gov/watt/,D,H,North Carolina,12
459,"Waxman, Henry",6.85E-04,http://www.house.gov/waxman/,D,H,California,30
460,"Weiner, Anthony D.",0.001027472,http://www.house.gov/weiner/,D,H,New York,9
461,"Weldon, Curt",0.001312857,http://www.house.gov/curtweldon/,R,H,Pennsylvania,7
462,"Weldon, Dave",7.67E-04,http://www.house.gov/weldon/,R,H,Florida,15
463,"Weller, Jerry",7.98E-04,http://www.house.gov/weller/,R,H,Illinois,11
464,"Wexler, Robert",8.13E-04,http://www.house.gov/wexler/,D,H,Florida,19
465,"Whitfield, Ed",5.96E-04,http://www.house.gov/whitfield/,R,H,Kentucky,1
466,"Wicker, Roger",7.13E-04,http://www.house.gov/wicker/,R,H,Mississippi,1
467,"Wilson, Heather",5.84E-04,http://wilson.house.gov/,R,H,New Mexico,1
468,"Wilson, Joe",0.001317242,http://www.house.gov/joewilson/,R,H,South Carolina,2
469,"Wolf, Frank",6.03E-04,http://www.house.gov/wolf/,R,H,Virginia,10
470,"Woolsey, Lynn",7.28E-04,http://woolsey.house.gov/,D,H,California,6
471,"Wu, David",0.001207291,http://www.house.gov/wu/,D,H,Oregon,1
472,"Wynn, Albert",6.20E-04,http://www.house.gov/wynn/,D,H,Maryland,4
473,"Young, C.W. Bill",6.03E-04,http://www.house.gov/young/,R,H,Florida,10
474,"Young, Don",9.96E-04,http://www.house.gov/donyoung/,R,H,Alaska,
475,"Akaka, Daniel Kahikina",9.11E-04,http://akaka.senate.gov/,D,S,Hawaii,
476,"Alexander, Lamar",0.002021937,http://alexander.senate.gov/,R,S,Tennessee,
477,"Allard, Wayne",0.001692976,http://allard.senate.gov/,R,S,Colorado,
478,"Allen, George",0.001314449,http://allen.senate.gov/,R,S,Virginia,
479,"Baucus, Max",8.54E-04,http://baucus.senate.gov/,D,S,Montana,
480,"Bayh, Evan",0,http://bayh.senate.gov/index1.html,D,S,Indiana,
481,"Bennett, Bob",8.14E-04,http://bennett.senate.gov/,R,S,Utah,
482,"Biden, Joseph R.",0.001339837,http://biden.senate.gov/,D,S,Delaware,
483,"Bingaman, Jeff",6.30E-04,http://bingaman.senate.gov/,D,S,New Mexico,
484,"Bond, Christopher S. ""Kit""",0.001406656,http://bond.senate.gov,R,S,Missouri,
485,"Boxer, Barbara",0.001041373,http://boxer.senate.gov/,D,S,California,
486,"Breaux, John",6.94E-04,http://breaux.senate.gov/,D,S,Louisiana,
487,"Brownback, Sam",0.001256035,http://brownback.senate.gov/,R,S,Kansas,
488,"Bunning, Jim",9.93E-04,http://bunning.senate.gov/,R,S,Kentucky,
489,"Burns, Conrad",5.84E-04,http://www.senate.gov/~burns/,R,S,Montana,
490,"Burns, Max",0.002053337,http://www.house.gov/burns/,R,S,Georgia,
491,"Byrd, Robert C.",0.001004573,http://byrd.senate.gov/,D,S,West Virginia,
492,"Campbell, Ben Nighthorse",9.89E-04,http://campbell.senate.gov/,R,S,Colorado,
493,"Cantwell, Maria",7.58E-04,http://cantwell.senate.gov/,D,S,Washington,
494,"Carper, Thomas",9.31E-04,http://carper.senate.gov/,D,S,Delaware,
495,"Chafee, Lincoln D.",8.88E-04,http://chafee.senate.gov/,D,S,Rhode Island,
496,"Chambliss, Saxby",7.03E-04,http://chambliss.senate.gov/,R,S,Georgia,
497,"Clinton, Hillary Rodham",0.001595187,http://clinton.senate.gov/,D,S,New York,
498,"Cochran, Thad",0.001126954,http://cochran.senate.gov/,R,S,Mississippi,
499,"Coleman, Norm",7.79E-04,http://coleman.senate.gov,R,S,Minnesota,
500,"Collins, Susan",0.001225811,http://collins.senate.gov/,R,S,Maine,
501,"Conrad, Kent",7.13E-04,http://conrad.senate.gov/,D,S,North Dakota,
502,"Cornyn, John",0.001359581,http://cornyn.senate.gov/,R,S,Texas,
503,"Corzine, Jon S.",8.36E-04,http://corzine.senate.gov/,D,S,New Jersey,
504,"Craig, Larry",0.002964625,http://craig.senate.gov/,R,S,Idaho,
505,"Crapo, Mike",5.84E-04,http://crapo.senate.gov/,R,S,Idaho,
506,"Daschle, Tom",0.013528035,http://daschle.senate.gov/,D,S,South Dakota,
507,"Dayton, Mark",7.08E-04,http://dayton.senate.gov/,D,S,Minnesota,
508,"DeWine, Mike",5.84E-04,http://dewine.senate.gov/,R,S,Ohio,
509,"Dodd, Chris",6.94E-04,http://dodd.senate.gov/,D,S,Connecticut,
510,"Dole, Elizabeth H.",7.06E-04,http://dole.senate.gov/,R,S,North Carolina,
511,"Domenici, Pete V.",9.89E-04,http://domenici.senate.gov/,R,S,New Mexico,
512,"Dorgan, Byron L.",0.013232124,http://dorgan.senate.gov/,D,S,North Dakota,
513,"Durbin, Dick",0.001044318,http://durbin.senate.gov/,D,S,Illinois,
514,"Edwards, John",8.59E-04,http://edwards.senate.gov/,D,S,North Carolina,
515,"Ensign, John",9.32E-04,http://ensign.senate.gov/,R,S,Nevada,
516,"Enzi, Mike",0.001062741,http://enzi.senate.gov/,R,S,Wyoming,
517,"Feingold, Russ",0.002990654,http://feingold.senate.gov/,D,S,Wisconsin,
518,"Feinstein, Dianne",0.001522673,http://feinstein.senate.gov/,D,S,California,
519,"Fitzgerald, Peter G.",7.78E-04,http://fitzgerald.senate.gov/,R,S,Illinois,
520,"Frist, Bill",0.001948301,http://frist.senate.gov/,R,S,Tennessee,
521,"Graham, Bob",0.001234099,http://graham.senate.gov/,D,S,Florida,
522,"Grassley, Chuck",7.32E-04,http://grassley.senate.gov/,R,S,Iowa,
523,"Gregg, Judd",0.001040731,http://gregg.senate.gov/,R,S,New Hampshire,
524,"Hagel, Chuck",8.72E-04,http://hagel.senate.gov/,R,S,Nebraska,
525,"Harkin, Tom",0.001144021,http://harkin.senate.gov/,D,S,Iowa,
526,"Hatch, Orrin G.",8.49E-04,http://hatch.senate.gov/,R,S,Utah,
527,"Hollings, Ernest Fritz",0.00333939,http://hollings.senate.gov/,D,S,South Carolina,
528,"Hutchison, Kay Bailey",0.001744102,http://hutchison.senate.gov/,R,S,Texas,
529,"Inhofe, James M.",7.41E-04,http://inhofe.senate.gov/,R,S,Oklahoma,
530,"Inouye, Daniel K.",0.001035345,http://inouye.senate.gov/,D,S,Hawaii,
531,"Jeffords, Jim",0.001083519,http://jeffords.senate.gov/,R,S,Vermont,
532,"Johnson, Tim",6.13E-04,http://johnson.senate.gov/,D,S,South Dakota,
533,"Kennedy, Edward",9.57E-04,http://kennedy.senate.gov/,D,S,Massachusetts,
534,"Kerry, John",6.29E-04,http://kerry.senate.gov/,D,S,Massachusetts,
535,"Kohl, Herb",0.001054028,http://kohl.senate.gov/,D,S,Wisconsin,
536,"Kyl, Jon",0.001105143,http://kyl.senate.gov/,R,S,Arizona,
537,"Landrieu, Mary L.",8.33E-04,http://landrieu.senate.gov/,D,S,Louisiana,
538,"Lautenberg, Frank",5.84E-04,http://lautenberg.senate.gov/,D,S,New Jersey,
539,"Leahy, Patrick",0.001142859,http://leahy.senate.gov/,D,S,Vermont,
540,"Levin, Carl",8.63E-04,http://levin.senate.gov/,D,S,Michigan,
541,"Levin, Sander M.",0.001162014,http://www.house.gov/levin/,D,S,Michigan,
542,"Lieberman, Joe",7.63E-04,http://lieberman.senate.gov/,D,S,Connecticut,
543,"Lincoln, Blanche",8.51E-04,http://lincoln.senate.gov/,D,S,Arkansas,
544,"Lott, Trent",8.28E-04,http://lott.senate.gov/,R,S,Mississippi,
545,"Lugar, Richard G.",0.001462217,http://lugar.senate.gov/,R,S,Indiana,
546,"McCain, John",6.13E-04,http://mccain.senate.gov/,R,S,Arizona,
547,"McConnell, Mitch",8.07E-04,http://mcconnell.senate.gov/,R,S,Kentucky,
548,"Mikulski, Barbara A.",0.001274793,http://mikulski.senate.gov/,D,S,Maryland,
549,"Miller, Zell",9.47E-04,http://miller.senate.gov/,D,S,Georgia,
550,"Murkowski, Lisa",0.001974993,http://murkowski.senate.gov/,R,S,Alaska,
551,"Murray, Patty",0.00148215,http://murray.senate.gov/,D,S,Washington,
552,"Nelson, Ben",0.001213328,http://bennelson.senate.gov/,D,S,Nebraska,
553,"Nelson, Bill",0.001059773,http://billnelson.senate.gov/,D,S,Florida,
554,"Nickles, Don",6.13E-04,http://nickles.senate.gov/,R,S,Oklahoma,
555,"Pryor, Mark",6.92E-04,http://pryor.senate.gov,D,S,Arkansas,
556,"Reid, Harry",0.001840167,http://reid.senate.gov/,D,S,Nevada,
557,"Roberts, Pat",0.001890116,http://roberts.senate.gov/,R,S,Kansas,
558,"Rockefeller, Jay",0.001721932,http://rockefeller.senate.gov/,D,S,West Virginia,
559,"Santorum, Rick",6.56E-04,http://santorum.senate.gov/,R,S,Pennsylvania,
560,"Sarbanes, Paul S.",6.00E-04,http://sarbanes.senate.gov/,D,S,Maryland,
561,"Schumer, Charles E.",9.25E-04,http://schumer.senate.gov/,D,S,New York,
562,"Sessions, Jeff",6.49E-04,http://sessions.senate.gov/,R,S,Alabama,
563,"Shelby, Richard C.",0.001260385,http://shelby.senate.gov/,R,S,Alabama,
564,"Smith, Gordon H.",0.001228742,http://gsmith.senate.gov/,R,S,Oregon,
565,"Snowe, Olympia J.",0.001273868,http://snowe.senate.gov/,R,S,Maine,
566,"Specter, Arlen",0.004896575,http://www.senate.gov/~specter/,D,S,Pennsylvania,
567,"Stabenow, Debbie",9.95E-04,http://stabenow.senate.gov/,D,S,Michigan,
568,"Stevens, Ted",6.15E-04,http://stevens.senate.gov/,R,S,Alaska,
569,"Talent, James",0.001194661,http://talent.senate.gov/,R,S,Missouri,
570,"Thomas, Craig",0.001137905,http://thomas.senate.gov/,R,S,Wyoming,
571,"Voinovich, George V.",8.17E-04,http://voinovich.senate.gov/,R,S,Ohio,
572,"Warner, John",0.001041831,http://warner.senate.gov/,R,S,Virginia,
573,"Wyden, Ron",0.001037667,http://wyden.senate.gov/,D,S,Oregon,
